Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
09/27/2023,United States,2023,11,2023-03-18,61132,55619,839,11891,1877,2180,855,2988,1053,1156,917,13730,3138,1761,1081,,,,,,,,,,,,,,,
09/27/2023,United States,2023,12,2023-03-25,60800,55223,853,11792,1944,2170,932,2884,976,1167,974,13614,3216,1667,1079,,,,,,,,,,,,,,,
09/27/2023,United States,2023,13,2023-04-01,60195,54507,818,11484,1923,2324,815,3032,969,1081,1061,13372,3102,1443,897,,,,,,,,,,,,,,,
09/27/2023,United States,2023,14,2023-04-08,59039,53323,788,11589,1842,2077,877,2861,972,1076,1078,13132,3102,1367,828,,,,,,,,,,,,,,,
09/27/2023,United States,2023,15,2023-04-15,59651,53899,816,11597,1922,2140,818,2979,1010,1053,1103,13296,3083,1218,755,,,,,,,,,,,,,,,
09/27/2023,United States,2023,16,2023-04-22,58433,52915,803,11346,1761,2103,845,2894,977,1075,1070,13009,3088,1191,738,,,,,,,,,,,,,,,
09/27/2023,United States,2023,17,2023-04-29,57761,52508,813,11672,1761,2152,782,2868,946,994,1115,12569,3137,1020,634,,,,,,,,,,,,,,,
09/27/2023,United States,2023,18,2023-05-06,58007,52380,775,11701,1868,2014,759,2740,931,1030,1245,12778,3044,946,573,,,,,,,,,,,,,,,
09/27/2023,United States,2023,19,2023-05-13,57796,52261,748,11691,1771,2127,805,2770,957,1077,1245,12632,3118,830,491,,,,,,,,,,,,,,,
09/27/2023,United States,2023,20,2023-05-20,56617,51276,757,11432,1721,1998,745,2588,963,1023,1253,12469,3008,755,452,,,,,,,,,,,,,,,
09/27/2023,United States,2023,21,2023-05-27,55684,50505,731,11519,1654,1916,793,2692,912,1032,1291,12157,2939,736,445,,,,,,,,,,,,,,,
09/27/2023,United States,2023,22,2023-06-03,56744,51187,732,11489,1667,2036,755,2650,909,1044,1382,12476,2983,687,403,,,,,,,,,,,,,,,
09/27/2023,United States,2023,23,2023-06-10,56192,50891,769,11607,1695,1919,756,2622,920,1049,1507,12298,2910,623,372,,,,,,,,,,,,,,,
09/27/2023,United States,2023,24,2023-06-17,56145,51078,744,11829,1647,2038,699,2612,879,1037,1569,12257,2930,603,354,,,,,,,,,,,,,,,
09/27/2023,United States,2023,25,2023-06-24,55616,50602,730,11484,1722,2062,715,2532,866,977,1702,12167,2991,573,343,,,,,,,,,,,,,,,
09/27/2023,United States,2023,26,2023-07-01,55477,50608,741,11502,1649,2002,713,2629,910,967,2018,12028,2859,534,332,,,,,,,,,,,,,,,
09/27/2023,United States,2023,27,2023-07-08,55651,50453,712,11577,1705,1937,664,2491,828,965,2252,12229,2897,474,282,,,,,,,,,,,,,,,
09/27/2023,United States,2023,28,2023-07-15,55170,50565,792,11575,1659,1943,646,2534,885,897,2369,11801,2880,505,317,,,,,,,,,,,,,,,
09/27/2023,United States,2023,29,2023-07-22,55151,50653,714,11593,1627,1962,647,2438,869,939,2636,11694,2880,525,323,,,,,,,,,,,,,,,
09/27/2023,United States,2023,30,2023-07-29,54992,50760,734,11686,1641,1977,655,2450,885,996,2842,11467,2857,529,334,,,,,,,,,,,,,,,
09/27/2023,United States,2023,31,2023-08-05,55102,51130,711,11551,1563,2037,641,2488,898,958,3178,11526,2882,656,445,,,,,,,,,,,,,,,
09/27/2023,United States,2023,32,2023-08-12,55306,51599,750,11750,1573,2015,665,2433,867,997,3421,11490,3010,733,494,,,,,,,,,,,,,,,
09/27/2023,United States,2023,33,2023-08-19,54466,51102,732,11518,1646,2043,566,2403,928,954,3463,11372,2909,881,586,,,,,,,,,,,,,,,
09/27/2023,United States,2023,34,2023-08-26,52892,50000,664,11553,1560,2026,620,2342,870,907,3459,10835,2777,993,696,,,,,,,,,,,,,,,
09/27/2023,United States,2023,35,2023-09-02,50814,48651,692,11017,1410,1914,591,2246,822,920,3541,10751,2689,1079,746,,,,,,,,,,,,,,,
09/27/2023,United States,2023,36,2023-09-09,47232,46091,617,10351,1346,1949,595,2202,728,827,3397,10088,2603,1104,782,,,,,,,,,,,,,,,
09/27/2023,United States,2023,37,2023-09-16,37874,37824,520,8675,1115,1662,495,1901,646,720,2554,8034,2087,964,706,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,1,2020-01-04,1082,1009,15,196,25,54,28,86,13,25,25,268,81,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,2,2020-01-11,1127,1060,25,197,17,41,27,72,20,23,34,274,68,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,3,2020-01-18,1039,976,28,201,24,53,31,73,21,23,24,239,45,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,4,2020-01-25,1056,982,16,190,23,54,29,61,11,14,23,284,70,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
09/27/2023,Alabama,2020,5,2020-02-01,1026,949,15,157,16,58,31,76,17,20,23,265,55,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,6,2020-02-08,1120,1028,26,191,24,45,28,70,20,24,27,304,52,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,7,2020-02-15,1095,1020,17,193,24,50,35,74,23,18,25,255,81,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,8,2020-02-22,1098,1018,17,222,29,47,25,65,12,12,15,285,74,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,9,2020-02-29,1164,1093,20,212,28,62,30,88,20,21,25,294,60,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,Alabama,2020,10,2020-03-07,1057,953,18,144,25,65,34,60,24,23,22,265,57,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,11,2020-03-14,1091,1013,16,199,31,65,30,75,28,27,20,265,69,0,0,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,12,2020-03-21,1059,986,17,227,25,46,26,67,24,22,16,263,72,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,Alabama,2020,13,2020-03-28,1073,989,15,188,23,67,26,75,24,15,21,244,69,23,20,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,14,2020-04-04,1156,1077,27,202,34,74,23,67,24,22,25,257,68,49,45,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,15,2020-04-11,1135,1056,25,166,31,63,18,60,20,17,28,265,64,81,77,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,16,2020-04-18,1149,1053,20,183,35,62,18,67,21,17,19,249,62,89,85,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,17,2020-04-25,1139,1037,20,200,28,55,24,53,12,17,12,265,63,85,78,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,18,2020-05-02,1147,1048,17,197,22,57,26,67,19,24,10,271,62,81,75,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,19,2020-05-09,1171,1084,17,201,28,45,12,58,18,15,22,305,52,116,105,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,20,2020-05-16,1148,1049,19,203,29,47,15,71,17,21,22,259,49,96,89,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,21,2020-05-23,1153,1055,22,192,22,62,18,53,15,21,25,282,55,82,78,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,22,2020-05-30,1109,999,23,161,29,53,21,52,14,15,23,241,47,103,99,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,23,2020-06-06,1173,1071,27,212,20,48,16,62,19,15,15,290,55,91,86,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,24,2020-06-13,1138,1031,14,176,23,53,11,65,17,24,19,280,58,81,75,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,25,2020-06-20,1090,1007,29,198,22,48,12,62,16,17,25,257,55,88,81,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,26,2020-06-27,1151,1064,12,222,23,60,16,55,15,17,18,266,67,103,95,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,27,2020-07-04,1201,1112,14,221,30,59,13,60,,18,25,296,49,125,119,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/27/2023,Alabama,2020,28,2020-07-11,1265,1177,17,217,31,62,12,64,14,19,23,305,72,135,122,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,29,2020-07-18,1289,1201,23,203,24,68,22,71,17,19,24,273,66,192,172,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,30,2020-07-25,1333,1257,21,212,28,65,17,69,10,20,22,285,78,251,241,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,31,2020-08-01,1364,1269,15,198,23,56,25,74,21,20,15,310,71,263,238,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,32,2020-08-08,1379,1288,15,177,32,40,21,76,14,17,27,291,69,264,253,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,33,2020-08-15,1305,1207,,166,26,60,20,68,21,15,24,291,74,230,214,,,Suppressed (counts 1-9),,,,,,,,,,,,
09/27/2023,Alabama,2020,34,2020-08-22,1303,1219,16,193,22,55,17,58,13,21,26,293,75,209,197,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,35,2020-08-29,1216,1129,19,191,24,54,17,62,19,20,22,249,56,185,175,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,36,2020-09-05,1216,1132,22,212,24,61,14,65,12,15,12,258,60,156,142,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,37,2020-09-12,1232,1148,17,198,28,66,12,59,19,23,21,295,49,138,130,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,38,2020-09-19,1200,1132,18,226,20,56,17,69,20,20,15,257,62,139,134,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,39,2020-09-26,1183,1109,21,203,35,65,20,62,13,15,22,261,58,105,100,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,40,2020-10-03,1103,1010,14,181,28,47,20,55,11,20,10,260,47,111,99,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,41,2020-10-10,1204,1120,15,189,28,58,18,63,20,21,20,303,61,137,127,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,42,2020-10-17,1190,1114,20,198,28,60,12,59,19,21,18,259,69,126,112,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,43,2020-10-24,1142,1056,18,200,16,54,20,54,16,19,15,276,47,119,112,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,44,2020-10-31,1169,1093,22,187,23,62,23,47,23,12,20,278,60,131,119,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,45,2020-11-07,1277,1183,15,215,27,54,14,54,18,23,21,296,65,151,141,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,46,2020-11-14,1269,1186,16,209,27,64,13,62,19,24,21,289,58,176,165,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,47,2020-11-21,1275,1176,11,195,29,69,17,58,13,27,22,267,61,168,155,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,48,2020-11-28,1326,1237,24,206,26,57,17,64,14,27,24,291,54,202,186,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,49,2020-12-05,1355,1259,30,177,32,63,14,66,28,14,22,300,66,251,239,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,50,2020-12-12,1598,1509,21,228,47,82,21,56,23,24,25,299,70,378,362,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,51,2020-12-19,1584,1485,13,195,31,71,31,69,17,26,29,310,70,390,363,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,52,2020-12-26,1626,1554,23,195,46,74,17,66,25,25,25,329,60,452,422,,,,,,,,,,,,,,,
09/27/2023,Alabama,2020,53,2021-01-02,1804,1703,22,201,35,79,21,70,26,26,37,326,77,508,479,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,1,2021-01-09,1811,1708,21,224,36,70,19,79,27,25,32,336,63,548,528,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,2,2021-01-16,1835,1745,16,211,47,67,25,63,21,24,26,347,68,596,570,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,3,2021-01-23,1791,1688,16,194,38,63,19,65,26,33,25,336,63,583,550,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,4,2021-01-30,1637,1559,20,206,37,63,20,74,24,22,21,311,63,490,460,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,5,2021-02-06,1509,1410,22,216,24,66,23,69,18,22,26,303,62,347,333,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,6,2021-02-13,1432,1338,20,200,30,66,15,67,24,19,18,328,77,265,249,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,7,2021-02-20,1332,1252,31,196,37,62,20,44,27,18,21,312,62,214,192,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,8,2021-02-27,1315,1219,21,182,22,57,22,59,18,14,16,325,75,170,152,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,9,2021-03-06,1162,1055,18,203,21,50,22,42,27,27,17,262,58,110,93,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,10,2021-03-13,1189,1088,12,175,25,46,21,65,16,25,25,268,52,104,93,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,11,2021-03-20,1060,977,28,166,24,60,18,49,15,22,18,233,51,81,72,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,12,2021-03-27,1191,1073,28,156,34,47,22,59,24,19,23,302,92,78,68,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,13,2021-04-03,1107,1003,18,190,26,41,19,69,15,18,23,239,65,67,57,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,14,2021-04-10,1209,1095,21,204,28,47,20,56,27,23,20,290,69,53,49,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,15,2021-04-17,1170,1071,25,227,38,49,16,55,19,18,23,268,53,43,38,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,16,2021-04-24,1108,1010,27,206,36,44,25,49,20,13,15,281,53,45,38,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,17,2021-05-01,1192,1103,26,216,23,50,21,64,26,25,24,303,58,46,41,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,18,2021-05-08,1156,1043,16,209,39,41,10,73,24,20,16,266,57,63,60,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,19,2021-05-15,1095,987,20,180,24,48,15,69,16,30,19,273,59,50,46,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,20,2021-05-22,1095,1005,16,183,22,59,17,56,16,17,17,290,51,50,40,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,21,2021-05-29,1080,992,24,210,21,59,17,58,22,18,15,273,54,33,24,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,22,2021-06-05,1086,982,19,184,23,46,20,65,20,19,17,289,61,36,31,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,23,2021-06-12,1111,1007,19,199,24,61,18,61,25,15,16,275,68,34,31,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,24,2021-06-19,1135,1023,24,218,28,35,21,56,12,32,15,270,63,24,17,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,25,2021-06-26,1074,983,25,163,37,30,16,68,15,20,19,281,63,36,28,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,26,2021-07-03,1062,946,22,202,25,47,13,45,13,22,17,254,74,22,21,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,27,2021-07-10,1133,1020,24,206,19,47,19,45,18,15,15,304,57,37,34,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,28,2021-07-17,1055,971,24,180,33,40,16,62,14,16,20,241,54,43,40,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,29,2021-07-24,1105,992,23,188,39,46,14,75,15,28,24,260,41,63,57,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,30,2021-07-31,1170,1080,26,194,30,52,18,55,15,23,23,271,49,109,102,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,31,2021-08-07,1330,1225,20,197,33,42,15,55,12,19,24,295,70,226,213,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,32,2021-08-14,1441,1352,20,221,36,50,13,65,26,19,19,287,71,345,326,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,33,2021-08-21,1577,1477,21,199,34,48,20,78,14,26,17,324,60,420,403,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,34,2021-08-28,1619,1545,20,195,49,55,13,68,13,16,34,317,68,477,459,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,35,2021-09-04,1607,1499,17,184,33,42,22,53,19,31,23,301,60,497,476,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,36,2021-09-11,1750,1649,25,192,34,49,32,68,18,22,27,325,85,548,531,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,37,2021-09-18,1586,1486,17,194,26,62,22,61,17,22,22,313,53,474,454,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,38,2021-09-25,1450,1344,22,190,31,60,15,49,12,21,18,251,65,410,395,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,39,2021-10-02,1496,1388,21,207,31,42,18,64,11,22,22,274,61,366,350,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,40,2021-10-09,1371,1271,26,195,34,51,21,66,19,17,20,314,63,259,246,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,41,2021-10-16,1278,1171,16,211,34,50,17,48,17,21,23,232,67,217,204,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,42,2021-10-23,1211,1116,32,192,25,45,27,63,21,18,25,255,60,157,142,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,43,2021-10-30,1121,1016,13,184,29,43,12,51,15,22,26,268,44,99,92,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,44,2021-11-06,1188,1087,23,196,42,51,25,63,17,20,20,270,68,85,74,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,45,2021-11-13,1177,1108,28,225,29,47,14,70,17,24,28,259,61,86,78,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,46,2021-11-20,1115,1051,17,181,43,48,11,66,27,23,18,250,65,51,44,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,47,2021-11-27,1188,1095,26,200,32,60,25,70,16,18,21,272,65,59,52,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,48,2021-12-04,1257,1148,34,207,29,53,12,62,14,23,12,317,67,69,59,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,49,2021-12-11,1247,1144,22,202,32,45,19,77,18,26,26,296,66,56,53,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,50,2021-12-18,1148,1061,15,183,35,58,24,58,17,18,19,295,59,71,63,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,51,2021-12-25,1144,1059,26,168,29,49,25,56,19,29,16,294,62,74,65,,,,,,,,,,,,,,,
09/27/2023,Alabama,2021,52,2022-01-01,1253,1150,27,194,25,65,23,84,12,25,16,298,82,83,65,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,1,2022-01-08,1330,1223,23,205,41,60,29,79,20,25,18,284,61,153,141,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,2,2022-01-15,1521,1444,32,207,45,76,23,81,28,21,20,357,68,245,203,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,3,2022-01-22,1500,1416,20,217,40,67,24,64,18,27,21,327,67,294,258,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,4,2022-01-29,1697,1621,27,220,42,72,23,64,28,31,19,359,91,422,359,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,5,2022-02-05,1677,1577,26,229,54,77,13,71,33,28,19,347,63,401,358,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,6,2022-02-12,1604,1504,22,207,47,69,27,74,28,32,21,322,70,381,337,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,7,2022-02-19,1477,1376,16,220,32,60,15,53,12,35,22,337,73,305,265,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,8,2022-02-26,1334,1221,19,194,34,51,16,73,23,22,18,278,61,240,207,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,9,2022-03-05,1196,1105,20,173,35,49,15,61,20,27,,279,64,159,137,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/27/2023,Alabama,2022,10,2022-03-12,1183,1070,24,197,31,43,17,77,15,30,12,281,56,106,85,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,11,2022-03-19,1138,1043,20,195,30,37,16,66,23,23,14,290,54,73,57,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,12,2022-03-26,1086,1001,17,161,26,43,13,60,16,24,19,277,48,55,36,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,13,2022-04-02,1046,959,26,170,37,33,22,59,24,27,17,244,65,35,22,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,14,2022-04-09,1089,993,17,186,38,37,20,40,14,28,18,290,65,30,21,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,15,2022-04-16,1074,977,19,187,29,44,13,64,24,29,18,266,63,17,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/27/2023,Alabama,2022,16,2022-04-23,1038,953,24,169,34,42,17,57,24,27,15,277,49,21,15,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,17,2022-04-30,1054,951,21,178,26,51,11,59,25,26,17,265,66,16,10,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,18,2022-05-07,989,881,17,191,25,29,16,45,21,20,16,232,58,20,17,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,19,2022-05-14,1007,910,22,191,26,35,15,56,20,27,10,252,43,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/27/2023,Alabama,2022,20,2022-05-21,1060,949,28,191,27,51,15,58,13,24,12,248,61,15,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/27/2023,Alabama,2022,21,2022-05-28,1113,1002,31,204,20,43,16,45,18,24,18,293,58,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/27/2023,Alabama,2022,22,2022-06-04,1054,951,17,183,32,61,15,53,23,24,16,227,64,19,11,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,23,2022-06-11,1073,979,22,212,27,55,13,48,22,20,23,258,49,26,21,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,24,2022-06-18,1081,965,25,186,30,55,,40,23,21,10,286,53,25,17,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/27/2023,Alabama,2022,25,2022-06-25,1059,978,26,186,32,44,15,58,14,24,18,270,66,21,15,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,26,2022-07-02,1107,1007,25,195,25,55,11,55,24,27,15,282,48,42,36,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,27,2022-07-09,1051,937,23,158,26,51,,56,14,21,20,264,57,45,33,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/27/2023,Alabama,2022,28,2022-07-16,1110,1011,21,204,24,52,11,45,31,23,23,283,61,66,52,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,29,2022-07-23,1130,1035,24,205,32,39,17,53,19,24,15,280,63,57,43,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,30,2022-07-30,1095,989,20,192,28,46,13,56,18,20,19,262,59,62,45,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,31,2022-08-06,1108,1004,19,184,26,49,17,59,24,20,23,251,61,68,55,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,32,2022-08-13,1099,1004,22,191,28,46,,60,14,22,23,256,52,72,55,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/27/2023,Alabama,2022,33,2022-08-20,1105,1003,11,212,29,48,,55,31,22,21,258,51,56,41,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/27/2023,Alabama,2022,34,2022-08-27,1067,970,19,173,25,50,19,47,18,21,25,270,56,50,31,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,35,2022-09-03,1090,976,27,184,23,37,10,49,13,24,25,265,56,53,40,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,36,2022-09-10,1060,965,19,195,35,48,16,43,15,31,11,254,61,55,38,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,37,2022-09-17,1121,1029,21,203,22,56,13,51,11,23,17,266,76,44,36,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,38,2022-09-24,1104,1005,27,175,32,45,18,65,18,27,15,270,50,46,30,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,39,2022-10-01,1090,993,24,214,24,35,19,50,19,21,21,258,85,29,23,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,40,2022-10-08,1120,1013,10,187,26,57,16,71,13,33,26,286,63,23,14,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,41,2022-10-15,1147,1041,22,197,24,52,22,68,30,32,25,293,48,20,13,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,42,2022-10-22,1166,1076,20,211,25,46,20,56,23,23,18,283,71,21,20,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,43,2022-10-29,1134,1028,20,190,18,46,16,60,23,29,20,294,63,30,20,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,44,2022-11-05,1146,1043,26,179,33,40,17,72,20,14,26,285,70,18,13,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,45,2022-11-12,1068,980,13,189,26,44,24,62,30,25,14,261,49,19,14,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,46,2022-11-19,1156,1061,24,191,27,49,24,53,24,31,23,313,58,25,19,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,47,2022-11-26,1177,1070,22,198,30,56,27,66,23,17,19,310,55,25,17,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,48,2022-12-03,1228,1137,22,227,35,57,31,62,22,23,19,326,48,30,21,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,49,2022-12-10,1190,1105,20,201,29,51,35,79,18,24,24,274,60,39,27,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,50,2022-12-17,1117,1028,16,185,29,38,26,66,21,25,16,315,58,44,30,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,51,2022-12-24,1221,1135,28,208,35,61,22,65,20,28,10,320,70,35,26,,,,,,,,,,,,,,,
09/27/2023,Alabama,2022,52,2022-12-31,1261,1177,28,194,32,69,24,67,31,24,26,317,80,42,31,,,,,,,,,,,,,,,
09/27/2023,Alabama,2023,1,2023-01-07,1229,1124,40,195,35,50,27,70,23,26,21,285,50,57,42,,,,,,,,,,,,,,,
09/27/2023,Alabama,2023,2,2023-01-14,1224,1102,25,195,25,49,20,61,25,26,19,311,70,61,49,,,,,,,,,,,,,,,
